movieId,title,genres,overview,director,keywords
66785,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",Action|Adventure|Comedy|Western,"The story of three Korean outlaws in 1930s Manchuria and their dealings with the Japanese army and Chinese and Russian bandits. The Good (a Bounty hunter), the Bad (a hitman), and the Weird (a thief) battle the army and the bandits in a race to use a treasure map to uncover the riches of legend.",kimjee-woon,gunslinger gun asian western
66798,"Pink Panther 2, The (2009)",Adventure|Comedy|Mystery,"When legendary treasures from around the world are stolen, including the priceless Pink Panther Diamond, Chief Inspector Dreyfus is forced to assign Inspector Clouseau to a team of international detectives and experts charged with catching the thief and retrieving the stolen artifacts.",haraldzwart,"paris, france france rome, italy detective vatican diamond theft clouseau diamond theft"
66915,Rock-A-Doodle (1991),Adventure|Animation|Children|Musical,"Chanticleer is a foolhardy farm rooster who believes his crows can actually make the sun come up and shine. When the sun rises one morning without Chanticleer's crow, he leaves the farm in disgrace and runs off to become a rock 'n' roll singer. But in his absence, a sinister, sunshine-hating owl prepares to take over.",garygoldman donbluth,cat chicken rooster live action and animation
66934,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,,,
66943,"Cottage, The (2008)",Comedy|Crime|Horror|Thriller,"In a remote part of the countryside, a bungled kidnapping turns into a living nightmare for four central characters when they cross paths with a psychopathic farmer and all hell breaks loose.",paulandrewwilliams,countryside ransom hostage cottage farmer deformed
67087,"I Love You, Man (2009)",Comedy,"Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",johnhamburg,poker bondage fiancé male friendship marriage wedding reception wedding real estate agent duringcreditsstinger best man
67168,Dance of the Dead (2008),Adventure|Comedy|Horror,"With Prom only hours away, the usual suspects of Cosa High (Cheerleaders, geeks, bad boys and the happy-go-lucky student council alike) are preoccupied with the annual rituals of teendom. On the night of the big dance when the dead unexpectedly rise to eat the living, polar opposite groups will be forced to unite in their final chance to save the town from the zombies.",greggbishop,cemetery dance loser high school zombie
67186,"Haunting in Connecticut, The (2009)",Horror|Thriller,"When the Campbell family moves to upstate Connecticut, they soon learn that their charming Victorian home has a disturbing history: not only was the house a transformed funeral parlor where inconceivable acts occurred, but the owner's clairvoyant son Jonah served as a demonic messenger, providing a gateway for spiritual entities to crossover.",petercornwell,crematorium hallucination based on true story haunting occult funeral home mortuary incinerator cousin cousin relationship told in flashback reverend funeral parlor boy in peril oncology ward desecration child cancer rosary isolated house hide and seek duringcreditsstinger scientific experiment
67193,Duplicity (2009),Crime|Romance|Thriller,Two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together.,tonygilroy,spy fbi dubai near east
67197,Knowing (2009),Action|Drama|Mystery|Sci-Fi|Thriller,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,alexproyas,cataclysm code end of the world time capsule astrophysicist grieving widower lexington massachusetts westford massachusetts prediction researcher numbers news
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller,"Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece",nielsardenoplev,rape journalist based on novel or book bondage island hacker strong woman blow job antisocial personality disorder female protagonist whodunit newspaper man millennium female empowerment
67267,Sunshine Cleaning (2008),Comedy|Drama,A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.,christinejeffs,suicide sibling relationship single parent cleaning lady new mexico family business  crime scene woman director cleaning service cleaning sister sister relationship
67295,Kung Fu Panda: Secrets of the Furious Five (2008),Action|Animation|Children|Comedy,"Ordered to teach a martial arts class of rambunctious bunny kittens, Po tells stories of each of the Furious Five's pasts.",ramanhui,martial arts kung fu panda anthropomorphism fighting animal warrior short film
67361,Echelon Conspiracy (2009),Action|Mystery|Thriller,"Mysterious cell phone messages promise a young American engineer untold wealth - then make him the target of a deadly international plot. Dangerous security operatives chase the engineer across the globe, while a powerful government official pursues a mysterious agenda that threatens the stability of the entire world.",gregmarcks,casino thriller surveillance omaha nebraska
67408,Monsters vs. Aliens (2009),Animation|Sci-Fi|IMAX,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",conradvernon robletterman,alien giant robot duringcreditsstinger
67508,"Baader Meinhof Komplex, Der (2008)",Action|Crime|Drama|Thriller,"'Der Baader Meinhof Komplex' depicts the political turmoil in the period from 1967 to the bloody ""Deutschen Herbst"" in 1977. The movie approaches the events based on Stefan Aust's standard work on the Rote Armee Fraktion (RAF). The story centers on the leadership of the self named anti-fascist resistance to state violence: Andreas Baader, Ulrike Meinhof and Gudrun Ensslin.",uliedel,1970s leftist radicalism
